"x1i10hfl href","xpdipgo src","_ap3a","x1i10hfl href 3","x1ejq31n","x1lliihq 2","x1lliihq 3","x1lliihq 4"
"https://www.instagram.com/inidiadiraa/","https://scontent.cdninstagram.com/v/t51.89012-19/573323465_1219825463302212_7278921664109726296_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=1&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy5DMyJ9&_nc_ohc=_4tC3MUfCWEQ7kNvwFdSquc&_nc_oc=Adp1ADEbWJu41bTJ0C856cyDSfl5tNpbYV8w2cjvQxiStqETuxtacAhEHLUF6s3i8Go&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=O0Q3AfAPynIfY9JNz59JdA&_nc_ss=7b6a8&oh=00_Af6zxFCp-kvVNRVqmt-1oTgqKIcXTFAA0ki9iu7JILN3Rw&oe=6A11A5A2","inidiadiraa","https://www.instagram.com/p/DYY4wB5j0kv/c/18436089301137325/","1d","Astagfirullah!! Pak, inget pertanggungjawaban anda fak hanya sbg pemimpin di negara ini, tapibkelak di akhirat 😢","Reply",""
"https://www.instagram.com/ferryarifsyy/","https://scontent.cdninstagram.com/v/t51.2885-19/308541454_5772945136071706_6574688779143809272_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=100&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy41MDMuQzMifQ%3D%3D&_nc_ohc=9LnEkNVcGNMQ7kNvwHnBl8Z&_nc_oc=AdrNDIj5MXtF3kBz0hiop5SBJyn1UAyNQErT6i9ke8Pzs9Nw9qzaWgbRstlQrSD1iBM&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af6LAnB9SVRpXmvMCMRpdc8lhnYN1vBfqxUShcm3_qFQYw&oe=6A11CC33","ferryarifsyy","https://www.instagram.com/p/DYY4wB5j0kv/c/18584052754055675/","1d","😡😡😡😡😡😡","Reply",""
"https://www.instagram.com/januar.hsn/","https://scontent.cdninstagram.com/v/t51.2885-19/482521168_641172754923413_920069596656529020_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=100&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy42ODIuQzMifQ%3D%3D&_nc_ohc=Kis7Peh-yFsQ7kNvwFKxPyV&_nc_oc=AdpHSZp8Sg9jBuSRATkSnwuVeNYXT58OeT09Lkwme_E4V8Xabdxqs7x1eof3mrakzr0&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af7cQQO_aTm8-Kddx1RwueUjKLkZ5CnLbE1DuCBoj3DzIg&oe=6A11A315","januar.hsn","https://www.instagram.com/p/DYY4wB5j0kv/c/17940691098217040/","1d","Halah","Reply",""
"https://www.instagram.com/faridwajidi11/","https://scontent.cdninstagram.com/v/t51.82787-19/661030290_18546396733070752_1562538336778704964_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=101&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4zMjAuQzMifQ%3D%3D&_nc_ohc=8l4PpfM50c8Q7kNvwHK0ap1&_nc_oc=AdqZ-N_OMHQCyxEx8QNj6WbnwDCI3-6Zkv48MnqPwUBIdVVk9uON5Y_x_VSTa5z5lKQ&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=O0Q3AfAPynIfY9JNz59JdA&_nc_ss=7b6a8&oh=00_Af7E1Jtik-NA5gQPmW08_YX_CDMMPsTnQxK-JKjOJ0PmPg&oe=6A119CCC","faridwajidi11","https://www.instagram.com/p/DYY4wB5j0kv/c/18080394449159168/","1d","Impian bapak sudah terwujud pak (menjadi Presiden) ..Sekarang giliran bapak mewujudkan impian masyarakat ini 🫡","Reply",""
"https://www.instagram.com/hi_iamraara/","https://scontent.cdninstagram.com/v/t51.82787-19/554817145_18386094715134903_8725619035063953020_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=107&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=uYGM84LfXZ4Q7kNvwGzT8SE&_nc_oc=AdqxjbmcWFy_UTcPpHzJlK3fx6a2_SlZfguI0ARDpHkHQzYh3so13WedBA-O2orMwWE&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=O0Q3AfAPynIfY9JNz59JdA&_nc_ss=7b6a8&oh=00_Af6ieVt5fwLTrLMLh7PeMOX441_0YTYEhEVRtysa-zdjlQ&oe=6A11C644","hi_iamraara","https://www.instagram.com/p/DYY4wB5j0kv/c/18056465120710533/","1d","Aturen pak , aturen , duek q entek tak ngurusi duekq ae.aku g ngurus awakmu babah bah mbeldos bah lapo babah","Reply","See translation"
"https://www.instagram.com/almaidaaay/","https://scontent.cdninstagram.com/v/t51.89012-19/573323465_1219825463302212_7278921664109726296_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=1&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy5DMyJ9&_nc_ohc=_4tC3MUfCWEQ7kNvwFdSquc&_nc_oc=Adp1ADEbWJu41bTJ0C856cyDSfl5tNpbYV8w2cjvQxiStqETuxtacAhEHLUF6s3i8Go&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=O0Q3AfAPynIfY9JNz59JdA&_nc_ss=7b6a8&oh=00_Af6zxFCp-kvVNRVqmt-1oTgqKIcXTFAA0ki9iu7JILN3Rw&oe=6A11A5A2","almaidaaay","https://www.instagram.com/p/DYY4wB5j0kv/c/17965620003087959/","1d","Pak ulang aku g dengar","Reply",""
"https://www.instagram.com/esizainudin/","https://scontent.cdninstagram.com/v/t51.82787-19/660304869_18523117339077995_2643913243781241964_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=109&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=91t_9SKN5bwQ7kNvwHe2hcj&_nc_oc=AdqDNUBt5TqXcLIPPXQkas3RX7Mimma6ttTZmnhkcSsq6RkzbNqV_jBPDYPRf1KgiXc&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=O0Q3AfAPynIfY9JNz59JdA&_nc_ss=7b6a8&oh=00_Af6KIsncKnvSZSUVp74_7HrzKf2dOB7LI40IxbZVkbzzkw&oe=6A11A85B","esizainudin","https://www.instagram.com/p/DYY4wB5j0kv/c/18108819952919118/","1d","💔💔💔💔💔💔","Reply",""
"https://www.instagram.com/annisamafaza_/","https://scontent.cdninstagram.com/v/t51.2885-19/487357514_683862817409793_3623716079828243130_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=103&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy44NjQuQzMifQ%3D%3D&_nc_ohc=KtiaLVN7jr8Q7kNvwG0Fx4r&_nc_oc=Adobn1tQjfQKDuG7aLWbqsq8FtVBDXJUFTScB3F3DaqCC7wZxdmkWHAaojiptavaYc0&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af4xvPRoHxjBdcQEHTZQEZ3HcwUyhddIWIj1FZhrdCAlxQ&oe=6A119CB5","annisamafaza_","https://www.instagram.com/p/DYY4wB5j0kv/c/18101632078838660/","1d","Uh kok gitu sih pak😢 💔","Reply",""
"https://www.instagram.com/fannyha09/","https://scontent.cdninstagram.com/v/t51.82787-19/695142324_18267307351292020_8481592683784167505_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=108&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=1EUob9msJsUQ7kNvwE2R4fS&_nc_oc=AdqX8gGqqwqpQQJPwFcBYU1cYvHfb-Iwo7PA3K5qaOlpmUqudjnOnmaQ006INkTMUGM&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=O0Q3AfAPynIfY9JNz59JdA&_nc_ss=7b6a8&oh=00_Af5K_DIpsl4MbBv72yS84FtQy5GCwaYVfdtkueT4l27AVg&oe=6A11AB6F","fannyha09","https://www.instagram.com/p/DYY4wB5j0kv/c/18103709992995281/","1d","Indonesia masih oke. Oke gas oke gass","Reply",""
"https://www.instagram.com/fendiyyz/","https://scontent.cdninstagram.com/v/t51.82787-19/669894738_18519950260074605_8475724519025565013_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=105&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=DmHCUDtUK4oQ7kNvwFanPn9&_nc_oc=Adok0HINaZMcXKoK_SmFYTmWuHzgYMwdie15CGlidoVvGIvquutVa1V5fLeC4bojM58&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=O0Q3AfAPynIfY9JNz59JdA&_nc_ss=7b6a8&oh=00_Af52svHsxH147Jn9j84UiMzyxM4MOYQNpMgtE4-wxZ2BWQ&oe=6A11A2EB","fendiyyz","https://www.instagram.com/p/DYY4wB5j0kv/c/17850617697691945/","1d","Au ah gelap","Reply",""
"https://www.instagram.com/fannyha09/","https://scontent.cdninstagram.com/v/t51.82787-19/695142324_18267307351292020_8481592683784167505_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=108&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=1EUob9msJsUQ7kNvwE2R4fS&_nc_oc=AdqX8gGqqwqpQQJPwFcBYU1cYvHfb-Iwo7PA3K5qaOlpmUqudjnOnmaQ006INkTMUGM&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=O0Q3AfAPynIfY9JNz59JdA&_nc_ss=7b6a8&oh=00_Af5K_DIpsl4MbBv72yS84FtQy5GCwaYVfdtkueT4l27AVg&oe=6A11AB6F","fannyha09","https://www.instagram.com/p/DYY4wB5j0kv/c/18132920740583708/","1d","Soal gagal, dia menang","Reply",""
"https://www.instagram.com/yasinyusuf.id/","https://scontent.cdninstagram.com/v/t51.2885-19/259417987_1793628407691424_5040794691850291139_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=102&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy40MDguQzMifQ%3D%3D&_nc_ohc=Sv_Neru7SKMQ7kNvwFJvzHn&_nc_oc=AdqzDPmVX6g5915MnqJtxUKv98L1TaVUH0gNnkUJ2hDzjdT-fGGFscF1WTPHnab7Kbg&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af4I5x_ngX3CC65uIKpUJeV6UqeXm1WJAkri90czvkRAlQ&oe=6A11C1F8","yasinyusuf.id","https://www.instagram.com/p/DYY4wB5j0kv/c/18034473020801884/","1d","Wo woooooo","Reply",""
"https://www.instagram.com/rnaufalaf/","https://scontent.cdninstagram.com/v/t51.82787-19/649229693_18571096417000600_5845825478113217693_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=106&ccb=7-5&_nc_sid=f7ccc5&_nc_aid=0&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=X67cu0FC3P0Q7kNvwF0CQC6&_nc_oc=Adr9ZNMoR2yTkSb8IK4LWUptx8bz8DWWRIDqHrkutHE_hdnDnhf_lBZ53kvArlmDU1k&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fTKUab3LupAyhubfXNhNmg&_nc_ss=7b6a8&oh=00_Af77wrK7Y3vySNF264rpvObr3rw_OTkMU2YmWe_FScpdqA&oe=6A11D049","rnaufalaf","https://www.instagram.com/p/DYY4wB5j0kv/c/18108627371490377/","1d","our expectations for you were low but holy fuck.....","Reply","See translation"
"https://www.instagram.com/ahafizhal/","https://scontent.cdninstagram.com/v/t51.82787-19/685052964_18316564912283726_6858295787803674506_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=104&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=Wc4Ywv33pwIQ7kNvwHUroJD&_nc_oc=AdpHCpMe_bRylWoxuKuM-71-_inlcM93Cqi1o1fLfGJAxqIYTjE7OGweH6PiE7EdngU&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fTKUab3LupAyhubfXNhNmg&_nc_ss=7b6a8&oh=00_Af7b5BCwcqWUK7jhaDF_u4_2v6qApY8acAcatIgUVJQqIw&oe=6A11C780","ahafizhal","","","","Reply",""
"https://www.instagram.com/abdaniabdn/","https://scontent.cdninstagram.com/v/t51.75761-19/499373646_18502678483032256_1454400450994293763_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=106&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=XW23CvA8Db4Q7kNvwHO8Ga4&_nc_oc=AdrhQAdvT-4V2hK9PF-RT8b5Eo033JzqL3lOVeMYljHT_Oqgqd1h3KnzfDSO5MX_YsE&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fTKUab3LupAyhubfXNhNmg&_nc_ss=7b6a8&oh=00_Af6OMpjQQRvxk_Nivp0JYx-q8-XD-elmuiOc7FQ84CxZPg&oe=6A11A0A6","abdaniabdn","https://www.instagram.com/p/DYY4wB5j0kv/c/18084984932624741/","1d","Ngomong tanpa dipikir dulu pak😢","Reply",""
"https://www.instagram.com/husin077_/","https://scontent.cdninstagram.com/v/t51.2885-19/118694897_775546799873809_2713396139654728253_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=101&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=eNsPAbizh7YQ7kNvwHE2jwN&_nc_oc=AdqUJa-TlpcAOxHPqyHXZxmPAB3a8mZxh7TepCzK-nLEpHhbFh-nK94NbpowLAvWIQ8&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af6K1GeemOabu7O5OVt2Kq5jqaHg0XV0zsg1Rl6g7Le-MA&oe=6A11B979","husin077_","https://www.instagram.com/p/DYY4wB5j0kv/c/18055937795534417/","1d","Danzo di jadikan hokage ya... begitu lah","Reply",""
"https://www.instagram.com/13yosua/","https://scontent.cdninstagram.com/v/t51.82787-19/640064073_18453911662101413_6462051115762542224_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=106&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=lx2qjXjiyYsQ7kNvwEvPBgZ&_nc_oc=AdoDJgkZSE04TIUTwj9szgnfnTpCQD4HFiEa5KLaU9A1VSS5-if6x8fTofUE8vZRaYQ&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fTKUab3LupAyhubfXNhNmg&_nc_ss=7b6a8&oh=00_Af71M8OybV4cFCpI9x0gBCCTR7YWoCcM8MB2FTgl0QcKVA&oe=6A11A5CF","13yosua","https://www.instagram.com/p/DYY4wB5j0kv/c/17929498785093694/","1d","dulu sekolah gak sih pak?😢","Reply",""
"https://www.instagram.com/portgask/","https://scontent.cdninstagram.com/v/t51.89012-19/573323465_1219825463302212_7278921664109726296_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=1&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy5DMyJ9&_nc_ohc=_4tC3MUfCWEQ7kNvwFdSquc&_nc_oc=Adp1ADEbWJu41bTJ0C856cyDSfl5tNpbYV8w2cjvQxiStqETuxtacAhEHLUF6s3i8Go&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fTKUab3LupAyhubfXNhNmg&_nc_ss=7b6a8&oh=00_Af66g-OAnCcLROJ-mO6iH3LmjlbUhvBSjRQW0OLmUcseCg&oe=6A11A5A2","portgask","https://www.instagram.com/p/DYY4wB5j0kv/c/18058708265494866/","1d","Rakyat pasti setia, tidak ada pilihan😭","Reply",""
"https://www.instagram.com/insan.munggaran12/","https://scontent.cdninstagram.com/v/t51.82787-19/671833335_18453177526112184_5645371921053629256_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=103&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=LhkaakFFd30Q7kNvwHNZjhs&_nc_oc=Adq203i6dUtll5YUMAQLsr5dpaVU_9i6C-1m8L0dgUjcsrX_Lv3YLm_JNnmYgC8rTi0&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fTKUab3LupAyhubfXNhNmg&_nc_ss=7b6a8&oh=00_Af47MjFw0QVFk_cT6yn6J4_3x0IDN1TCJ9N6op1-IL5p9Q&oe=6A11A50A","insan.munggaran12","https://www.instagram.com/p/DYY4wB5j0kv/c/17954911914132261/","1d","😬😬😬😬😬😬","Reply",""
"https://www.instagram.com/sonyysonia/","https://scontent.cdninstagram.com/v/t51.89012-19/573323465_1219825463302212_7278921664109726296_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=1&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy5DMyJ9&_nc_ohc=_4tC3MUfCWEQ7kNvwFdSquc&_nc_oc=Adp1ADEbWJu41bTJ0C856cyDSfl5tNpbYV8w2cjvQxiStqETuxtacAhEHLUF6s3i8Go&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fTKUab3LupAyhubfXNhNmg&_nc_ss=7b6a8&oh=00_Af66g-OAnCcLROJ-mO6iH3LmjlbUhvBSjRQW0OLmUcseCg&oe=6A11A5A2","sonyysonia","https://www.instagram.com/p/DYY4wB5j0kv/c/18088788224606216/","1d","Nyoso","Reply","See translation"
"https://www.instagram.com/silva_ayu11/","https://scontent.cdninstagram.com/v/t51.2885-19/455290248_1649401952285337_7970974493355052684_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=104&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy43MjAuQzMifQ%3D%3D&_nc_ohc=bD_9Azrj6dQQ7kNvwGWfj6v&_nc_oc=AdrU7negWXfpUC2A70oN3wVQE4Ray3L0Cnilu0ddf_4b3wQ9iF10uyXOyCPlYc-5o3A&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af4b7A_-yuUXdIOh3-sEdnMAhTZ-KLbMcbcqAMKObu1VWQ&oe=6A11CC1A","silva_ayu11","https://www.instagram.com/p/DYY4wB5j0kv/c/18012479423889320/","1d","Jelek banget nasib sekali dapat omongannya gini😭","Reply",""
"https://www.instagram.com/rinanurindro_/","https://scontent.cdninstagram.com/v/t51.2885-19/84451871_211650393296676_2671778693893849088_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=104&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy42MTQuQzMifQ%3D%3D&_nc_ohc=u8wwfBS2JnUQ7kNvwGXyNAQ&_nc_oc=AdqM3394TzsUe5EkV_SgFlwl9UqGxVPY5oc-B263fafw_xve0LXxPc2gq0qLF8R_cg8&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af6jhGOnkbG4rIV_8LAazbd-8QqNnrnuJnfELJ_UO7Jegw&oe=6A11BC90","rinanurindro_","https://www.instagram.com/p/DYY4wB5j0kv/c/17980487793002599/","1d","Pak saya frustasi...😭😭😭😭 kok bisaaaaaaa seorang presiden ngomong giniiiii....💔💔💔💔💔💔","Reply",""
"https://www.instagram.com/dandii_prtm/","https://scontent.cdninstagram.com/v/t51.2885-19/131206518_1059289037879698_6629547483915679043_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=101&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy43NjguQzMifQ%3D%3D&_nc_ohc=7sY1-2wdqToQ7kNvwFDNV7E&_nc_oc=AdpPQmuoylo4LqNJ5zbZxP37zU7oP7fiPCLOAtyzH7nzMvT0-k6ZDqyUzunstm9qp7g&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af7C32jaTugGFRkV5YYeh7YiRf6VBpXNUkqsaHDB3PrZzQ&oe=6A11B23A","dandii_prtm","https://www.instagram.com/p/DYY4wB5j0kv/c/17858791077636156/","1d","Ambil hikmah nya aja, siapa tau nanti di Indonesia diterapin sistem barter lagi, contohnya barter presiden 🙏🙏🤣","Reply",""
"https://www.instagram.com/riskasofia/","https://scontent.cdninstagram.com/v/t51.2885-19/23417096_562253004126068_9035261763599204352_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=104&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=4q-FmFqyGQQQ7kNvwGmmM1J&_nc_oc=AdpFExaG8JEAqCa2OYpvpmAN_v2QbPdtapLxh0LNyIdeqvl_ZYk22JnUNs0IgeyGWpw&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af7jfDo5nuI2Y18QTajJfqPhte98Yg2YBnOWgZDxCDliRg&oe=6A119E05","riskasofia","https://www.instagram.com/p/DYY4wB5j0kv/c/17983543145830510/","1d","Akan kah ada demo sprti 1998?","Reply",""
"https://www.instagram.com/nangkering/","https://scontent.cdninstagram.com/v/t51.82787-19/542918999_18533649751048216_621807412293055191_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=110&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=xfP941nA_14Q7kNvwHMLRM6&_nc_oc=AdoLaJ7dDsGociwVtnXJtfgMcLrinKoShOF3U4Qbv_hBmtBO_trObpIg-K-_Rsqvvvo&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fTKUab3LupAyhubfXNhNmg&_nc_ss=7b6a8&oh=00_Af5tzu2mNJ7jGTY52yOVmYO4TvYOB6a9xGY40hdtrymH3A&oe=6A11CEA9","nangkering","https://www.instagram.com/p/DYY4wB5j0kv/c/18084014420575517/","1d","sawit juga pohon, orang desa tidak pakai dolar, selanjutnya apalagi nih pak🤣","Reply",""
"https://www.instagram.com/saltyliquid99/","https://scontent.cdninstagram.com/v/t51.82787-19/624794976_18190898086355137_6748971052060091522_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=102&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=4yku-gkc7VkQ7kNvwFgGQK0&_nc_oc=Adod7i32hW59oNrIjdYYIYhRTuA0xBjxJoqOrCYzbCHUTTvPuVU4JD6vNAld22rLPWM&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fTKUab3LupAyhubfXNhNmg&_nc_ss=7b6a8&oh=00_Af4dcg2r8OnQt5cySA3tTY-EEQus4X5kQDma4n5Ly2-tcw&oe=6A11ACED","saltyliquid99","https://www.instagram.com/p/DYY4wB5j0kv/c/18108580459763797/","1d","","Reply",""
"https://www.instagram.com/linanisa4/","https://scontent.cdninstagram.com/v/t51.82787-19/542956201_18395778859185411_7584419514511117417_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=105&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=qkPKgQd1CGwQ7kNvwGblf6S&_nc_oc=AdrVaNex9Z5sGNss0s_MEk8TA6v0uH3xfiOYnpYNIW2mzUxYCr2hYAsH1pO6yZpGWPQ&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=fTKUab3LupAyhubfXNhNmg&_nc_ss=7b6a8&oh=00_Af46qzuOExrORoxKS3J-TxpGkprzTMQl5JKvnU9NWRmNYQ&oe=6A11CA40","linanisa4","https://www.instagram.com/p/DYY4wB5j0kv/c/18115952122830543/","1d","Stress","Reply",""
"https://www.instagram.com/fiqihfu97/","https://scontent.cdninstagram.com/v/t51.82787-19/689129767_18065837294700240_430371620524600704_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=109&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=UiWQDLSI1E4Q7kNvwGpe0hn&_nc_oc=Adqlzj50tK65zlCV7dl__6ZOi8d3lCHwke3kaa891Akb6aZTmgijVBWPbAa70RFBj0Y&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=6TvTy4zwba2S879AybnMDQ&_nc_ss=7b6a8&oh=00_Af5iiUWpG9AzlWIdBYopPw3r8fu_QNbfeNFjVZxrl8FMmw&oe=6A119DA8","fiqihfu97","https://www.instagram.com/p/DYY4wB5j0kv/c/17914612143186080/","1d","liat ustad ASTAGFIRULOH 💔😢","Reply",""
"https://www.instagram.com/nazarurelia_78/","https://scontent.cdninstagram.com/v/t51.2885-19/369278155_1435518080632462_3912423758188882485_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=102&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy43MjAuQzMifQ%3D%3D&_nc_ohc=EBH3Ut7L2cwQ7kNvwGbACA6&_nc_oc=AdoPVOXfQqKcgO4j3QpED4EmYSnK_g3WDhZ0BZIRPI4Xd9F8QCTLP7rgB4m6qFuGJSE&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af6Ya69Z3nj-QepOp3NojzfEjPegi_P_oFXy-YwUYD-Mpg&oe=6A11C982","nazarurelia_78","https://www.instagram.com/p/DYY4wB5j0kv/c/18105846839488179/","1d","Di Bandung udah pake Euro pak transaksinya udh gak pake dollar lagi","Reply",""
